序号,name,industry,area,pe,outstanding,总股本,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,code,经营现金净流量对销售收入比例,rateofreturn,cf_nm,cf_liabilities,cashflowratio,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,营业收入,bips,经营现金净流量,每股经营现金净流量,净资产,市价,总市值,市经营现金,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,mktcap,nmc
2915,长电科技,半导体,江苏,108.11,9.85,13.6,3124115.25,930211.63,1509517.63,680494.19,5,0.121,6.76,2.59,20030603,96034.25,0.71,26.93,176.63,10.01,0.98,73464,600584,0.1553,0.0838,,0.1195,24.0696,1.79,0.97,10.0142,165.1848,0.1214,16859.8062,12.3983,2618327903,1.93 ,9193600000.00 ,17.51 ,23811424000.00 ,9.09 ,,,,,,,,,,,,
202,国光股份,农药化肥,四川,20.89,0.19,0.75,91145.75,75634.13,1590.12,33063.55,4.41,2.133,11.08,5.36,20150320,35742.7,4.77,16.34,26.53,53.3,27.25,11412,2749,0.2449,0.1577,0.8989,1.784,187.7234,19.25,27.24,53.3035,159.9499,2.1326,587.0593,7.8274,143770822.6,1.92 ,831000000.00 ,59.39 ,4454160000.00 ,30.98 ,,,,,,,,,,,,
226,滨江集团,区域地产,浙江,16.45,27.03,31.11,5641440.5,4935853,24048.23,236573.13,0.76,0.354,4.4,1.76,20080529,748815.13,2.41,-53.47,8.43,42.72,16.97,51432,2244,0.9184,0.1057,4.5796,0.1453,17.7152,8.04,16.97,42.7241,1101.9301,0.3541,6493.2551,2.0868,5963405484,1.92 ,13688400000.00 ,7.74 ,24091584000.00 ,4.04 ,,,,,,,,,,,,
2551,湖北宜化,农药化肥,湖北,0,8.98,8.98,3817056.5,1218675.63,2083261.38,177377.61,1.98,-1.44,3.94,0.75,19960815,41642.73,0.46,-28.51,-6799.33,12.87,-13.41,64317,422,0.1869,0.045,,0.0525,6.6963,-27.18,-13.4,12.8658,-1230.7995,-1.3708,9179.0604,10.2231,1715566389,1.91 ,3538120000.00 ,2.96 ,2653590000.00 ,1.55 ,,,,,,,,,,,,
591,天齐锂业,小金属,四川,33.1,11.36,11.42,1432325.38,526228.19,150541.47,265952.88,2.33,1.54,6.76,8.68,20100831,303495.75,2.66,42.96,26.17,69.77,38.34,126513,2466,0.5484,0.1516,1.1629,0.3625,63.9475,22.58,38.34,69.7676,1518.4214,1.527,3960.0728,3.9825,2171703924,1.90 ,7719920000.00 ,58.68 ,67008905600.00 ,30.86 ,,,,,,,,,,,,
1869,鹏博士,电信运营,四川,22.2,14.32,14.32,2346922.5,705970.38,1121134.5,233035.38,1.63,0.43,4.84,2.59,19940103,287964.59,2.01,-4.91,-0.14,53.72,9.61,74018,600804,0.4316,0.1159,4.506,0.1649,22.9049,8.73,9.61,53.7215,605.9259,0.4232,6304.7413,4.4037,2721126345,1.90 ,6930880000.00 ,12.54 ,17950979200.00 ,6.60 ,,,,,,,,,,,,
1227,华泰股份,造纸,山东,11.44,11.68,11.68,1426486.25,551941,723817.69,224376.7,1.92,0.414,5.94,1.06,20000928,299242,2.56,32.17,305.1,15.44,4.88,69870,600308,0.2207,0.1531,4.465,0.307,41.5311,6.96,4.87,15.4378,482.8956,0.4135,9897.0546,8.4766,2184279950,1.87 ,6937920000.00 ,6.30 ,7354195200.00 ,3.37 ,,,,,,,,,,,,
419,安车检测,电器仪表,深圳,50.1,0.31,0.67,105821.36,98186.28,3810.35,27999.24,4.16,0.9,8.2,7.33,20161206,18388.92,2.73,31.05,55.57,49.31,20.91,7905,300572,0.4325,0.1183,2.0685,0.2469,24.7172,10.97,20.9,49.3095,60.5154,0.8998,289.4401,4.3036,125182843.3,1.87 ,549400000.00 ,60.11 ,4027102000.00 ,32.17 ,,,,,,,,,,,,
2402,老百姓,医药商业,湖南,44.24,0.84,2.85,552894.56,325683.53,24946.22,56142.96,1.97,1.03,7.66,7.42,20150423,116626.65,4.09,21.8,31.75,36.07,5.22,19672,603883,0.1,0.0951,1.786,0.1565,21.7211,13.41,5.21,36.0676,274.3798,1.0276,5258.7721,19.6957,525877210,1.85 ,2183100000.00 ,56.84 ,16198602000.00 ,30.80 ,,,,,,,,,,,,
331,鲁西化工,农药化肥,山东,21.81,14.64,14.65,2634997.5,336950.72,1480997.88,218405.41,1.49,0.66,4.76,4.47,19980807,295829.88,2.02,43.64,497.16,22.78,9.69,82652,830,0.2433,0.1022,2.5117,0.1613,21.2531,11.32,9.68,22.7802,1071.7902,0.7316,11064.6968,7.5534,2692040731,1.84 ,6973400000.00 ,21.28 ,31171098000.00 ,11.58 ,,,,,,,,,,,,
514,桐昆股份,化纤,浙江,20.87,12.05,13.01,2288708.75,655816.13,978688.63,551884.5,4.24,0.93,9.56,2.57,20110518,459372.94,3.53,31.63,104.98,9.75,4.92,28262,601233,0.1025,0.1043,2.0685,0.2159,26.1617,9.74,4.92,9.7457,1147.4154,0.9313,23304.1406,18.9166,2388674412,1.84 ,12437560000.00 ,24.57 ,31964529200.00 ,13.38 ,,,,,,,,,,,,
3195,元祖股份,食品,上海,16.41,1.21,2.4,242441.66,189048.81,27790.03,51494.55,2.15,0.82,5.04,3.56,20161228,36594.55,1.52,5.38,33.12,65.38,14.06,20604,603886,0.313,0.1809,2.2274,0.3612,36.7702,16.27,14.05,65.3815,196.92,0.8204,1400.9751,5.8373,438505206.3,1.83 ,1209600000.00 ,17.94 ,4306176000.00 ,9.82 ,,,,,,,,,,,,
1669,天茂集团,保险,湖北,31.85,13.54,49.41,12956284,2028551.75,50415.7,693681.13,1.4,0.2,3.28,2.2,19961112,265504.19,0.54,5.24,-0.47,15.05,226.14,115500,627,24.2763,0.0695,5.2913,0.0828,8.6327,6,226.13,15.0524,838.8266,0.1969,370.9381,0.087,9005004597,1.82 ,16206480000.00 ,7.22 ,35654256000.00 ,3.96 ,,,,,,,,,,,,
170,沙河股份,全国地产,深圳,351.77,2.02,2.02,151625.91,134120.81,1851.85,996.57,0.05,0.022,3.66,2.83,19920602,30735.21,1.52,149.31,125.36,15.5,1.04,21362,14,0.8541,0.2413,63.3804,0.5073,64.4094,0.6,1.03,15.4971,4.4468,0.022,428.4093,2.1239,365904383.1,1.81 ,739320000.00 ,10.36 ,2092275600.00 ,5.72 ,,,,,,,,,,,,
1236,兆丰股份,汽车配件,浙江,30.23,0.17,0.67,192413.63,153057,19763.13,99665.31,14.95,2.44,23.17,3.19,20170908,41559.45,6.23,0,0,49.91,26.42,25951,300695,0.26,0.0625,0.984,0.3172,33.0628,7.9,26.42,49.9125,122.1483,1.8319,462.2812,6.933,120193112,1.79 ,1552390000.00 ,73.91 ,4952124100.00 ,41.20 ,,,,,,,,,,,,
1033,兴发集团,化工原料,湖北,23.51,5.01,5.01,2270385.25,499764.69,1177971.38,286915.34,5.73,0.4,10.09,1.5,19990616,141842.84,2.83,12.16,208.36,16.39,2.03,28500,600141,0.0752,0.0394,1.9554,0.057,8.1442,4,2.03,16.3916,242.2784,0.4838,11907.3287,23.7803,895431118.2,1.79 ,5055090000.00 ,15.14 ,7582635000.00 ,8.47 ,,,,,,,,,,,,
645,宁夏建材,水泥,宁夏,14.46,4.78,4.78,744626.5,255352.38,428071.31,203367.38,4.25,0.6,9.42,1.23,20030829,179191.88,3.75,27.48,224.52,30.1,8.35,33650,600449,0.2463,0.1137,2.6428,0.3185,42.4612,6.37,8.35,30.1025,287.1091,0.6004,3438.0679,7.1898,846796123.8,1.77 ,4502760000.00 ,11.59 ,5538394800.00 ,6.54 ,,,,,,,,,,,,
589,重庆啤酒,啤酒,重庆,23.7,4.84,4.84,377851.53,181709.06,138664.45,0,0,0.653,2.39,8.62,19971030,43801.98,0.91,-0.06,19.91,40.48,11.76,23288,600132,0.3172,0.2255,2.5018,0.3299,45.3592,27.27,11.76,40.4786,316.0522,0.653,2686.9676,5.5519,852306122.7,1.76 ,1156760000.00 ,20.60 ,9971271200.00 ,11.70 ,,,,,,,,,,,,
2407,中华企业,区域地产,上海,26.61,18.67,18.67,2859305.25,2410704,9778.73,6035.75,0.03,0.157,1.9,2.93,19930924,112638.97,0.6,-49.43,-1.16,20.99,5.69,90797,600675,0.6307,0.1136,8.1799,0.1376,21.8992,8.26,5.69,20.9916,293.1267,0.1569,5149.6732,2.7581,3247898887,1.74 ,3547300000.00 ,5.57 ,10393589000.00 ,3.20 ,,,,,,,,,,,,
2801,经纬纺机,纺织机械,北京,10.52,3.02,7.04,3705820.75,1856436.38,149621.84,190643.3,2.71,1.185,10.46,1.59,19961210,329624.59,4.68,1.67,96.31,46.85,18.96,36468,666,0.2781,0.033,0.6403,0.0628,9.9438,11.32,18.95,46.8451,834.1653,1.1846,4400.0255,6.2488,1223647092,1.74 ,7363840000.00 ,16.63 ,11708505600.00 ,9.57 ,,,,,,,,,,,,
2960,顾家家居,家居用品,浙江,31.37,0.89,4.28,556475.38,349450.31,108919.22,198163.77,4.63,1.5,9.14,6.63,20161014,114900.36,2.68,49.25,47.75,36.74,12.79,19877,603816,0.151,0.1316,1.1507,0.4159,41.7098,16.45,12.78,36.7355,620.0081,1.503,4847.9822,11.7526,732045312.2,1.71 ,3911920000.00 ,60.60 ,25936029600.00 ,35.43 ,,,,,,,,,,,,
3038,南方航空,空运,广东,12.13,70.23,100.88,21133400,1749800,15381299,1511400,1.5,0.71,5.02,2.25,20030725,2331200,2.31,10.93,9.46,15.69,7.33,218751,600029,0.1786,0.0812,2.0905,0.1161,29.621,13.9,7.33,15.6872,7050,0.6988,96123,9.5282,17167567800,1.70 ,50641760000.00 ,11.30 ,113943960000.00 ,6.64 ,,,,,,,,,,,,
838,上汽集团,汽车整车,上海,11.81,115.03,116.83,65232296,35737896,5098161.5,5546412.5,4.75,2.12,18.45,1.8,19971125,10086611,8.63,14.23,6.7,13.19,4.12,104983,600104,0.0332,0.0305,0.5941,0.0504,5.9569,11.42,4.11,13.1858,24638.6372,2.1088,598419.4182,51.2193,19867524684,1.70 ,215551350000.00 ,33.21 ,387992430000.00 ,19.53 ,,,,,,,,,,,,
320,大同煤业,煤炭开采,山西,11.47,16.74,16.74,2701883,1113434.38,514187.75,112711.22,0.67,0.392,3.4,1.76,20060623,101300.18,0.61,51.57,154.31,59.35,9.33,99278,601001,0.4032,0.1049,2.3801,0.1807,39.6654,11.51,9.32,59.3489,655.4881,0.3916,7027.7313,4.1989,2833581260,1.69 ,5691600000.00 ,5.98 ,10017216000.00 ,3.54 ,,,,,,,,,,,,
2585,富森美,房产服务,四川,17.17,0.92,4.4,511404.81,144132.92,34152.57,103816.5,2.36,1.151,9.31,2.83,20161109,248254.22,5.64,3.83,17.18,70.24,52.88,30018,2818,0.7741,0.1449,1.4638,0.7289,74.9035,12.35,52.87,70.2363,506.2664,1.1506,957.3876,2.1758,741113741.2,1.68 ,4096400000.00 ,26.35 ,11592812000.00 ,15.64 ,,,,,,,,,,,,
2826,江西长运,公共交通,江西,117.79,2.37,2.37,669367.44,172645.88,274143.88,48145.62,2.03,0.045,5.94,1.2,20020716,52065.53,2.2,9.78,32831.57,12.19,0.51,14938,600561,0.1895,0.0595,7.5798,0.0816,15.8726,0.76,0.51,12.1899,10.7324,0.0452,2100.665,8.8611,398076017.5,1.68 ,1407780000.00 ,7.13 ,1689336000.00 ,4.24 ,,,,,,,,,,,,
382,丽珠集团,中成药,广东,6.71,3.48,5.53,1579335.13,1130545.25,319026.38,170979.55,3.09,7.76,19.13,3.59,19931028,784587.25,14.18,13.94,590.7,65.17,65.11,18372,513,0.1422,0.0587,0.2154,0.2033,20.8695,40.11,65.1,65.1652,4246.2419,7.6753,6521.7448,11.7884,927392110.6,1.68 ,10578890000.00 ,68.68 ,37978215100.00 ,40.95 ,,,,,,,,,,,,
83,兖州煤业,煤炭开采,山东,12.52,29.6,49.12,18878752,6212727,3937975.25,176830.41,0.36,0.974,8.87,1.83,19980701,3552271.25,7.23,84.04,369.88,13.36,4.01,56494,600188,0.0687,0.0434,1.4777,0.0726,14.9295,8.89,4.01,13.3647,4783.394,0.9738,119218.615,24.2708,8190318851,1.67 ,43569440000.00 ,16.23 ,79732075200.00 ,9.73 ,,,,,,,,,,,,
100,中国电影,影视音像,北京,32.22,5.65,18.67,1697012,1299987,244707.7,427153.44,2.29,0.379,5.41,3.01,20160809,361014.41,1.93,8.02,2.52,21.35,10.6,122504,600977,0.4652,0.1831,3.6954,0.5049,54.906,7,10.59,21.3465,708.0184,0.3792,6680.2729,3.578,3107662953,1.66 ,10100470000.00 ,16.28 ,30402414700.00 ,9.78 ,,,,,,,,,,,,
200,海螺水泥,水泥,安徽,13.34,40,52.99,11652647,4026500.75,6060501.5,1057638.25,2,1.851,15.74,2.09,20020207,6454382.5,12.18,31.86,64.34,32.44,19.6,67490,600585,0.1761,0.0756,0.8592,0.2869,42.3448,11.76,19.6,32.4358,9808.6537,1.8509,50038.626,9.4424,8811802039,1.66 ,83406260000.00 ,32.90 ,174319083400.00 ,19.78 ,,,,,,,,,,,,
1102,恒源煤电,煤炭开采,安徽,7.97,10,10,1410025.75,639987.63,395475.34,210435.59,2.1,0.952,6.9,1.47,20040817,260015.97,2.6,73.26,713.65,35.28,18.6,47531,600971,0.3211,0.1165,1.7161,0.2321,34.1858,13.8,18.6,35.2794,951.7641,0.9517,5116.0446,5.116,1642761921,1.64 ,6900000000.00 ,10.14 ,10143000000.00 ,6.17 ,,,,,,,,,,,,
507,绝味食品,食品,湖南,29.9,0.5,4.1,321663.97,183053.3,52736.16,76670.93,1.87,0.96,5.98,6.14,20170317,121224.11,2.96,19.07,38.42,35.43,13.07,19175,603517,0.2331,0.2093,1.7947,0.8823,90.3044,15.41,13.06,35.4263,377.5781,0.9209,2889.356,7.0472,673508883.6,1.64 ,2451800000.00 ,36.72 ,15054052000.00 ,22.35 ,,,,,,,,,,,,
492,晨光生物,食品,河北,26.03,2.66,3.67,213396.38,123697.15,53024.73,80166.42,2.18,0.316,4.34,2.53,20101105,41672.2,1.14,43.24,45.86,13.85,5.48,8983,300138,0.2834,0.2811,5.9096,1.1176,124.2191,7.28,5.47,13.8503,115.8787,0.3157,2116.5007,5.7677,599816298.4,1.63 ,1592780000.00 ,10.98 ,4029733400.00 ,6.72 ,,,,,,,,,,,,
2288,广州酒家,食品,广东,26.56,0.5,4.04,251119.47,210599.77,26091.11,56473,1.4,0.54,3.87,4.5,20170627,50270.12,1.24,0,0,53.95,11.76,29491,603043,0.39,0.2625,3.3038,0.7007,70.5557,12.71,11.75,53.9469,198.7085,0.4918,1690.2212,4.1837,659186268,1.63 ,1563480000.00 ,17.42 ,7035660000.00 ,10.67 ,,,,,,,,,,,,
1574,苏利股份,化工原料,江苏,18.83,0.45,1.5,195135.81,140225.81,32102.8,72029.06,4.8,1.11,9.71,2.87,20161214,52886.76,3.53,6.25,27.65,36.86,15.64,14498,603585,0.2266,0.1236,1.063,1.5749,170.4198,11.42,15.63,36.8578,166.465,1.1097,1064.5192,7.0967,241220050.7,1.61 ,1456500000.00 ,27.87 ,4180155000.00 ,17.33 ,,,,,,,,,,,,
893,长江投资,仓储物流,上海,94.95,3.07,3.07,241859.55,142089.52,35887.78,33174.71,1.08,0.079,3,3.33,19980115,24031.09,0.78,100.97,-80.67,7.49,1.06,42182,600119,0.215,0.2028,18.945,0.3863,40.1001,2.63,1.06,7.4936,24.234,0.0788,2282.301,7.4245,490694715,1.60 ,921000000.00 ,9.99 ,3066930000.00 ,6.25 ,,,,,,,,,,,,
2540,深南电路,元器件,深圳,37.81,0.7,2.8,594001.94,255038.63,281201.25,92537,3.3,1.21,8.53,7.15,20171213,59876.44,2.14,0,0,22.21,8.04,132188,2916,0.1055,0.0748,1.3094,0.1071,15.7849,18.91,8.03,22.2084,338.8086,2.4235,4214.3076,30.1452,444609451.8,1.59 ,2388400000.00 ,60.99 ,17077060000.00 ,38.41 ,,,,,,,,,,,,
1031,金逸影视,影视音像,广东,30.47,0.42,1.68,234963.84,128128.9,62620.42,1723.42,0.1,1.14,8,4.35,20171016,80151.4,4.77,0,0,26.06,8.77,81705,2905,0.1619,0.113,1.8466,0.1983,28.3023,14.27,8.77,26.0637,143.8437,1.1416,1639.9173,13.0152,265502610.9,1.58 ,1344000000.00 ,34.80 ,5846400000.00 ,22.02 ,,,,,,,,,,,,
148,潞安环能,煤炭开采,山西,14.5,29.91,29.91,6240763.5,2747333.5,1831178,143935.84,0.48,0.636,6.88,1.79,20060922,1087720.5,3.64,112.08,2005.89,35.44,11.21,93087,601699,0.2723,0.074,2.5316,0.1094,13.4487,9.23,11.21,35.4397,1901.0975,0.6355,16956.4672,5.6683,4617246019,1.54 ,20578080000.00 ,12.32 ,36834763200.00 ,7.98 ,,,,,,,,,,,,
1084,亚星客车,汽车整车,江苏,55.09,2.2,2.2,485918,454487.75,23624.4,34209.4,1.55,0.112,0.71,11.59,19990831,-45327.32,-2.06,-24.47,-43.38,16.84,1.83,26421,600213,0.2534,0.0698,10.3449,0.0734,8.3928,15.77,1.83,16.8353,24.5617,0.1116,1339.1596,6.087,339343042.6,1.54 ,156200000.00 ,8.23 ,1810358000.00 ,5.33 ,,,,,,,,,,,,
781,浙江东方,商贸代理,浙江,16.69,5.05,6.73,1743109.63,946833.63,10601.16,213014.47,3.17,0.89,14.12,1.38,19971201,391368.16,5.82,79.67,12.32,3.41,8.62,46553,600120,0.1522,0.0595,1.7131,0.1428,16.6069,6.18,8.61,3.413,587.6554,0.8736,6819.5503,10.1389,1037935556,1.54 ,9502760000.00 ,19.49 ,13113808800.00 ,12.63 ,,,,,,,,,,,,
1043,京能置业,全国地产,北京,33.78,4.52,4.53,562908.56,489300.06,1621.3,13215.23,0.29,0.137,3.52,1.75,19970130,90865.5,2.01,-2.35,125.94,63.3,13.06,36232,600791,1.4635,0.1233,7.4227,0.1974,37.4337,3.88,13.05,63.3032,61.9356,0.1367,474.315,1.0473,694160002.5,1.53 ,1594560000.00 ,6.16 ,2790480000.00 ,4.02 ,,,,,,,,,,,,
354,泸州老窖,白酒,四川,32.61,14.02,14.65,1797156.75,1334952.25,108417.86,354351.97,2.42,1.42,10,5.93,19940509,802914.69,5.48,23.03,33.11,72.34,27.44,45064,568,0.3072,0.1245,1.0903,0.7032,72.3209,13.64,27.43,72.3362,1997.3949,1.3636,7280.0275,4.9701,2236424448,1.53 ,14650000000.00 ,59.30 ,86874500000.00 ,38.85 ,,,,,,,,,,,,
3255,闻泰科技,通信设备,湖北,43.3,4.83,6.37,1212884.13,878732.13,107582.47,237585.41,3.73,0.442,5.48,4.66,19960828,43358.05,0.68,47.87,743.6,8.15,2.24,20858,600745,0.0768,0.0795,3.4636,0.1133,11.6415,8.07,2.24,8.1531,281.7179,0.442,12558.5695,19.7069,964498137.6,1.51 ,3490760000.00 ,25.54 ,16266941600.00 ,16.87 ,,,,,,,,,,,,
1304,家家悦,超市连锁,山东,30.78,1.57,4.68,619795,473695.56,107900.02,130333.15,2.78,0.48,5.11,3.85,20161213,52017.06,1.11,3.49,25.94,20.92,2.68,36276,603708,0.0844,0.1142,3.151,0.1861,18.9174,9.38,2.67,20.9214,224.6433,0.48,8385.8815,17.9185,707768398.6,1.51 ,2391480000.00 ,19.67 ,9207198000.00 ,13.01 ,,,,,,,,,,,,
687,英科医疗,医疗保健,山东,44.52,0.24,0.98,153033.48,83302.31,65414.18,68204.86,6.94,1.43,10.82,6.24,20170721,26730.98,2.72,0,0,24.49,8.57,14800,300677,0.1133,0.0967,1.3232,0.3095,33.9504,10.62,8.56,24.4883,111.8004,1.1497,1305.2249,13.4228,147881981.2,1.51 ,1060360000.00 ,67.52 ,6616646400.00 ,44.74 ,,,,,,,,,,,,
3274,联得装备,专用机械,深圳,61.29,0.23,0.72,75506.11,72039.46,1417.31,24833.6,3.45,0.6,7.23,6.7,20160928,18000.64,2.5,108.22,87.98,30.8,12.14,7310,300545,0.3086,0.1438,2.5416,0.4638,47.4756,8.2,12.14,30.8001,42.7258,0.5928,351.8529,4.8823,108581804.9,1.51 ,520560000.00 ,48.44 ,3487752000.00 ,32.12 ,,,,,,,,,,,,
345,冀东水泥,水泥,河北,36.57,13.47,13.48,4173308.5,1180423.13,2254294.75,492174.91,3.65,0.237,7.65,1.51,19960614,289782.53,2.15,25.53,170.57,29.3,2.8,150035,401,0.1743,0.0476,5.2451,0.0658,8.8202,3.09,2.8,29.2968,319.2001,0.2368,11393.2908,8.4549,1985850586,1.47 ,10312200000.00 ,11.55 ,15571422000.00 ,7.84 ,,,,,,,,,,,,
1306,中泰化学,化工原料,新疆,9.77,20.34,21.46,5476815.5,1942035,2636835,927993.63,4.32,0.953,7.76,1.6,20061208,492037.84,2.29,72.52,186.97,20.91,7.61,94007,2092,0.1168,0.0573,1.5004,0.0876,13.6272,11.26,7.6,20.9092,2045.3675,0.9529,26888.6321,12.527,3140592229,1.46 ,16652960000.00 ,12.42 ,26644736000.00 ,8.48 ,,,,,,,,,,,,
2745,鲁商置业,区域地产,山东,29.95,10.01,10.01,4412093,4329073.5,41689.26,29683.64,0.3,0.088,2.31,1.51,20000113,91544.03,0.91,-1.88,12.31,16.51,2.41,30640,600223,0.397,0.0327,16.6967,0.0348,4.0831,3.79,2.41,16.5081,87.7203,0.0876,3637.8118,3.6342,1444211285,1.44 ,2312310000.00 ,3.49 ,3491588100.00 ,2.42 ,,,,,,,,,,,,
7,太钢不锈,特种钢,山西,13.27,56.96,56.96,7014549,1663906.75,5069305,676386.56,1.19,0.379,4.3,1.56,19981021,993493.19,1.74,25.32,154.35,13.17,4.3,231199,825,0.1633,0.1169,3.974,0.182,23.1458,8.8,4.29,13.1675,2157.7177,0.3787,50209.2741,8.8144,8199174461,1.44 ,24492800000.00 ,6.71 ,38208768000.00 ,4.66 ,,,,,,,,,,,,
1709,上海机场,机场,上海,23.52,10.93,19.27,2668878,969373.69,920271,257549.8,1.34,1.397,12.53,3.5,19980218,1832867.25,9.51,14.9,27.91,48.23,44.8,36182,600009,0.4606,0.1037,0.9832,1.3196,132.0979,11.15,44.8,48.2332,2692.1225,1.397,6008.7949,3.1182,2767650931,1.44 ,24145310000.00 ,43.86 ,84508585000.00 ,30.53 ,,,,,,,,,,,,
1576,大连圣亚,旅游服务,辽宁,25.12,0.92,0.92,131770.06,36783.1,20198.81,19775.53,2.15,0.973,5.14,6.35,20020711,16035.25,1.74,13.69,29.31,67.76,29.31,9168,600593,0.4291,0.0995,1.5093,0.2263,24.5243,18.94,29.31,67.7609,89.5339,0.9731,305.4611,3.3202,131073358,1.42 ,472880000.00 ,32.64 ,3002788000.00 ,22.91 ,,,,,,,,,,,,
2894,华能国际,火力发电,北京,23.99,105,152,38288088,5395596,24351550,1405813.13,0.92,0.188,4.68,1.29,20011206,3311020,2.18,10.79,-74.3,12.05,2.58,96642,600011,0.1941,0.0563,6.4468,0.0745,13.3777,3.75,2.57,12.0543,2860.339,0.1881,111074.3506,7.3073,21559531451,1.42 ,71136000000.00 ,6.04 ,91765440000.00 ,4.26 ,,,,,,,,,,,,
463,弘亚数控,专用机械,广东,30.87,0.61,1.35,106141.42,84932.96,13542.4,32809.37,2.42,1.45,6.91,8.52,20161228,39719.84,2.94,59.83,61.26,39.02,30.92,9696,2833,0.3052,0.18,0.9837,1.7393,189.4323,20.71,30.92,39.0165,193.6303,1.4319,626.1505,4.6304,191101132.6,1.42 ,932850000.00 ,58.87 ,7947882000.00 ,41.59 ,,,,,,,,,,,,
545,卧龙地产,全国地产,浙江,12.89,7.25,7.25,552479.56,469292.81,870.12,1294.31,0.02,0.308,2.56,2.06,19990415,94253.06,1.3,20.76,268.24,38.08,21.12,36094,600173,0.9686,0.1853,4.3846,0.2867,34.6193,12,21.11,38.0829,223.179,0.3077,1056.8192,1.4573,1023635077,1.41 ,1856000000.00 ,5.27 ,3823360000.00 ,3.74 ,,,,,,,,,,,,
3278,飞科电器,家用电器,上海,32.38,0.44,4.36,296624.38,214313.52,57276.73,68804.5,1.58,1.377,4.99,11.91,20160418,86332.53,1.98,14.4,42.77,39.85,22.52,10651,603868,0.2286,0.2053,1.0151,0.7693,81.1483,27.58,22.52,39.8532,599.8549,1.377,2663.4075,6.1143,608854954.5,1.40 ,2175640000.00 ,59.43 ,25911872400.00 ,42.56 ,,,,,,,,,,,,
279,安阳钢铁,普钢,河南,9.04,23.94,23.94,3341915.5,1502543.25,1309915.88,346191.31,1.45,0.408,2.43,2.02,20010820,-182667.38,-0.76,18.4,595.65,13.62,4.87,143165,600569,0.1666,0.1,3.4164,0.1243,14.662,16.76,4.86,13.6175,976.6664,0.408,20064.0435,8.382,3342669647,1.40 ,5817420000.00 ,4.91 ,11751188400.00 ,3.52 ,,,,,,,,,,,,
1447,好想你,食品,河南,44.86,2.36,5.16,485177.06,217710.02,114489.67,222886.7,4.32,0.171,6.31,1.62,20110520,43554.59,0.84,196.5,494.8,30.11,3.14,36479,2582,0.2562,0.1483,8.7673,0.4519,62.0103,2.7,3.13,30.11,88.1138,0.1708,2809.3882,5.4478,719765256.8,1.39 ,3255960000.00 ,10.22 ,5274655200.00 ,7.33 ,,,,,,,,,,,,
18,盈趣科技,元器件,福建,43.96,0.75,4.55,230804.05,201431.2,14908.24,9387.63,0.21,1.638,3.76,25.53,20180115,87310.4,1.92,0,0,48.9,32.26,0,2925,0.2727,0.2732,0.8466,0.7281,78.0099,52.14,32.25,48.9041,745.7341,1.9616,2311.6493,6.0807,630386764.1,1.39 ,1710800000.00 ,95.99 ,43676724000.00 ,69.29 ,,,,,,,,,,,,
1056,平治信息,互联网,浙江,61.58,0.35,0.8,61515.44,44847.46,189.66,5034.55,0.63,0.767,3.77,16.7,20161213,16188.2,2.02,122.28,72.67,21.22,9.35,7837,300571,0.1687,0.1799,1.7543,0.3549,45.2808,20.34,9.35,21.2151,61.3882,0.7673,656.2688,8.2033,110712546.6,1.38 ,301600000.00 ,62.96 ,5036720000.00 ,45.49 ,,,,,,,,,,,,
3265,汇顶科技,元器件,深圳,34.08,2.3,4.54,418883.81,385200.13,15153.24,125624.65,2.77,1.71,7.36,10.36,20161017,187336.67,4.12,34.63,26.63,47.38,26.7,25665,603160,0.22,0.15,0.8239,0.7451,76.0926,22.8,26.7,47.3763,762.6313,1.6788,2855.8545,6.2868,628287990,1.38 ,3341440000.00 ,76.25 ,34617318400.00 ,55.10 ,,,,,,,,,,,,
2663,上海机电,运输设备,上海,15.91,8.07,10.23,3233237.75,2736345.25,159345.69,204037,2,1.022,9.6,2.26,19940224,531116.31,5.19,3.34,-8.56,20.86,7.11,65213,600835,0.0957,0.0435,0.7991,0.0692,7.0567,10.64,7.11,20.8576,1045.0608,1.0218,14693.5276,14.3668,1406170591,1.37 ,9820800000.00 ,21.70 ,22195008000.00 ,15.78 ,,,,,,,,,,,,
1372,洽洽食品,食品,安徽,22.82,5.07,5.07,430726.09,270317.81,100770.57,158230.25,3.12,0.466,5.88,2.41,20110302,70695.96,1.39,-0.88,-13.15,30.63,9.42,22067,2557,0.2768,0.1613,2.9134,0.5527,57.0937,7.92,9.41,30.6275,236.3231,0.4661,2509.9628,4.9506,694757703,1.37 ,2981160000.00 ,14.17 ,7184595600.00 ,10.34 ,,,,,,,,,,,,
1484,富祥股份,化学制药,江西,25.24,0.59,1.12,172499.45,101269.38,34450.8,42831.87,3.81,1.28,7.99,5.23,20151222,38611.26,3.44,25.34,5.89,38.73,19.82,16634,300497,0.2181,0.089,1.1128,0.1927,22.6426,15.53,19.82,38.7338,139.4496,1.2413,703.5545,6.2628,153445236.5,1.37 ,894880000.00 ,41.79 ,4680222400.00 ,30.50 ,,,,,,,,,,,,
