,年龄,年收入,月基本工资,银行账户数,信用卡数,信用卡利率,获得的贷款数量,平均延迟付款天数,平均延迟付款次数,信用卡限额变化率,信用卡查询次数,剩余债务,信用卡使用率,月投资额,月余额
776,52.0,159058.44,13375.87,5.0,2.0,1.0,1.0,9.0,11.0,4.83,2.0,892.56,25.0945188,1238.788558,267.0528845
777,36.0,19590.31,1408.525833,3.0,7.0,14.0,2.0,10.0,8.0,19.24,4.0,1131.45,29.46009312,152.1744843,247.2031497
778,45.0,48052.7,4266.391667,4.0,5.0,17.0,2.0,12.0,19.0,15.89,7.0,346.41,32.95437976,392.9293686,253.8112279
779,34.0,15663.65,1246.304167,4.0,4.0,19.0,4.0,14.0,10.0,7.8,7.0,2000.62,31.76706436,135.1618698,252.4417648
780,16.0,31816.07,680.3558333,4.0,5.0,18.0,4.0,6.0,14.0,16.8,6.0,4.82,39.05948865,96.47812641,292.3293987
781,44.0,18990.85,1531.570833,6.0,6.0,30.0,8.0,19.0,25.0,28.71,9.0,2878.45,29.4410746,115.0133928,238.8196863
782,44.0,17075.22,1538.935,7.0,6.0,23.0,5.0,26.0,18.0,22.67,11.0,3593.36,26.59131959,56.76078909,329.5251554
783,35.0,8940.905,990.0754167,7.0,9.0,18.0,6.0,34.0,25.0,20.84,9.0,2558.29,29.8587971,10000.0,271.7413516
784,43.0,81170.08,6638.173333,7.0,7.0,30.0,5.0,45.0,25.0,4.87,6.0,2627.13,31.94947023,228.2039636,505.9066459
785,23.0,57829.74,4689.145,4.0,3.0,12.0,2.0,13.0,12.0,12.77,7.0,170.06,32.82048154,10000.0,526.9274199
786,26.0,123050.2,10178.18333,3.0,3.0,7.0,3.0,9.0,11.0,2.36,0.0,512.24,35.83020372,414.3245423,683.3046219
787,29.0,17642.275,1761.189583,0.0,7.0,9.0,-100.0,19.0,9.0,0.64,1.0,626.73,24.04475099,45.19446572,315.5059096
788,22.0,80442.28,6995.523333,8.0,7.0,21.0,9.0,27.0,17.0,19.33,10.0,2738.93,33.17388358,209.3129235,395.5887877
789,40.0,70825.76,680.3558333,10.0,7.0,22.0,-100.0,59.0,17.0,9.77,12.0,1629.99,38.93487788,10000.0,580.5568748
790,40.0,19617.02,1624.751667,6.0,6.0,28.0,2.0,27.0,17.0,10.28,8.0,1634.59,32.30610923,192.8119262,229.1567233
791,31.0,16608.8,1269.066667,10.0,6.0,5231.0,6.0,28.0,18.0,16.64,9.0,3103.97,24.54910988,139.1718218,201.3671426
792,24.0,169106.96,13943.24667,4.0,5.0,12.0,4.0,14.0,8.0,11.52,4.0,254.2,42.23085804,10000.0,969.4271244
793,-500.0,89446.38,7278.865,4.0,5.0,4.0,3.0,7.0,5.0,11.76,7.0,123.7,25.32228425,296.3434056,483.0717281
794,36.0,37921.54,2942.128333,8.0,5.0,18.0,6.0,58.0,22.0,6.88,12.0,1752.99,23.3659628,179.8672364,236.5707976
795,26.0,20833.08,1607.09,4.0,5.0,17.0,5.0,17.0,6.0,18.73,8.0,1231.29,39.29369658,57.36489081,315.8585354
796,47.0,45461.54,3917.461667,6.0,3.0,5.0,2.0,23.0,8.0,10.38,2.0,647.24,24.61220137,361.9490256,240.4787922
797,40.0,29661.64,2377.803333,6.0,6.0,1646.0,7.0,20.0,16.0,18.5,10.0,347.44,27.13399347,54.74058011,328.8898629
798,21.0,81418.74,7065.895,1.0,1247.0,10.0,-100.0,9.0,3.0,8.46,1.0,1369.02,39.83964384,158.3674412,676.8435542
799,32.0,54568.92,4452.41,9.0,10.0,23.0,9.0,60.0,15.0,24.99,11.0,3336.99,34.40258925,294.2357176,133.7028162
800,18.0,16310.84,1333.236667,7.0,6.0,8.0,4.0,7.0,19.0,5.29,3.0,217.4,37.07162851,12.94162308,324.8122833
801,39.0,17213.61,680.3558333,9.0,8.0,28.0,5.0,25.0,24.0,19.25,7.0,2818.55,40.11842401,182.2770955,172.3408625
802,45.0,50733.18,4402.765,9.0,8.0,34.0,3.0,31.0,15.0,12.74,12.0,2130.22,26.62877113,261.5983947,373.8114393
803,20.0,59923.89,4783.6575,10.0,10.0,15.0,2.0,52.0,14.0,17.47,10.0,2497.36,39.25070993,524.4348061,149.1141157
804,34.0,71565.54,6161.795,8.0,5.0,10.0,3.0,13.0,17.0,10.64,4.0,655.05,30.46391594,830.9238918,10.30550807
805,25.0,81566.25,7036.1875,7.0,6.0,12.0,3.0,15.0,11.0,6.27,2.0,231.16,24.70881267,734.7022727,122.6898399
806,37.0,14981.39,1461.449167,2.0,7.0,5.0,4.0,2.0,6.0,0.63,4.0,1122.46,38.67650912,43.17773848,324.8512107
807,16.0,37573.92,3191.16,8.0,6.0,24.0,4.0,7.0,12.0,12.25,4.0,2007.3,31.18089101,79.69116377,369.4979294
808,25.0,116098.12,9402.843333,6.0,4.0,8.0,3.0,5.0,8.0,19.69,6.0,317.72,27.07167317,814.5720909,244.9382713
809,8000.0,59134.0,4669.833333,3.0,7.0,6.0,3.0,8.0,0.0,9.86,4.0,776.03,30.46011592,173.2708138,464.5859065
810,24.0,33271.74,2537.645,8.0,10.0,23.0,4.0,58.0,15.0,7.47,6.0,1585.96,37.90120971,141.1863203,298.5166776
811,41.0,38919.9,3215.325,8.0,7.0,5207.0,1.0,7.0,13.0,10.2,0.0,1058.13,28.91142628,45.96541361,493.5542021
812,22.0,34565.73,2976.4775,1.0,1.0,3.0,2.0,17.0,5.0,9.67,7.0,1429.23,28.77675738,70.59312281,433.9124858
813,44.0,106815.54,9125.295,5.0,5.0,11.0,1.0,27.0,11.0,5.55,4.0,529.87,27.39879335,240.6271676,852.480395
814,50.0,151373.04,12901.42,1.0,7.0,6.0,2.0,14.0,0.0,11.81,8.0,931.64,28.78582336,502.2961153,858.1828304
815,51.0,30924.04,2647.003333,4.0,1.0,12.0,2.0,7.0,7.0,6.2,3.0,1.3,31.91007942,66.82089194,399.8779527
816,19.0,17816.75,1623.729167,5.0,5.0,8.0,1.0,28.0,15.0,2.03,4.0,438.66,23.24448342,187.3776917,252.9634043
817,32.0,17443.94,1714.661667,10.0,10.0,21.0,5.0,42.0,22.0,21.69,2387.0,2816.57,32.91366792,198.7419797,207.0505614
818,29.0,62351.4,5454.95,9.0,6.0,29.0,3.0,56.0,13.0,7.83,12.0,1277.49,26.14148625,134.5653182,533.5371091
819,34.0,36802.82,680.3558333,1310.0,3.0,7.0,1.0,15.0,15.0,6.06,2.0,190.98,29.18160905,51.08621851,436.1584305
820,44.0,95210.2,7743.183333,6.0,907.0,18.0,-100.0,28.0,10.0,17.02,5.0,864.35,27.40263944,242.0790055,769.7020102
821,31.0,18776.84,1650.736667,7.0,10.0,32.0,9.0,23.0,25.0,28.18,8.0,3315.01,26.47974325,36.21923764,278.6455439
822,42.0,14188.48,1312.373333,9.0,10.0,22.0,7.0,27.0,15.0,4.53,7.0,1315.32,33.50443855,71.26547889,293.143901
823,30.0,69502.12,5735.843333,3.0,7.0,17.0,2.0,14.0,9.0,7.86,8.0,1065.78,32.11876261,485.9712443,281.4318725
824,40.0,43826.51,3584.209167,2.0,6.0,12.0,4.0,8.0,2.0,14.9,0.0,482.57,28.93660011,296.5206926,211.4577288
825,18.0,86492.88,7075.74,7.0,5.0,17.0,3.0,7.0,10.0,5.16,1.0,269.63,41.5004945,70.18881226,705.0386368
826,39.0,11100.59,680.3558333,7.0,6.0,13.0,4.0,11.0,19.0,6.67,4.0,465.87,36.29031176,54.0642057,311.262602
827,41.0,61756.52,680.3558333,9.0,5.0,33.0,4.0,44.0,17.0,2.35,6.0,1854.48,25.66178634,312.0225606,362.6351588
828,29.0,22017.78,1576.815,3.0,7.0,11.0,2.0,9.0,18.0,14.49,5.0,1175.88,26.42283202,95.23398318,299.5957039
829,19.0,73026.92,680.3558333,2.0,3.0,6.0,3.0,7.0,10.0,10.43,4.0,98.77,24.90689071,490.349232,264.0489673
830,35.0,84604.8,6899.4,4.0,5.0,14.0,-100.0,8.0,8.0,1.71,2.0,756.43,29.14863983,457.1945855,432.5047064
831,43.0,93139.65,7936.6375,3.0,6.0,6.0,3.0,13.0,5.0,1.97,4.0,1016.37,28.86063422,543.2175902,337.657738
832,22.0,14274.32,907.5266667,4.0,4.0,12.0,3.0,10.0,9.0,8.48,4.0,1243.37,25.84584044,10000.0,246.7781208
833,32.0,16905.13,1467.760833,10.0,7.0,16.0,6.0,49.0,18.0,17.22,14.0,4583.25,38.60323224,122.0820827,265.0799815
834,21.0,8294.385,946.19875,7.0,7.0,26.0,7.0,6.0,8.0,12.59,4.0,1756.74,35.95737,61.74953704,274.8382752
835,32.0,42326.99,3577.249167,0.0,2.0,4.0,4.0,9.0,10.0,5.97,4.0,1233.0,26.57274104,129.8098458,361.296351
836,42.0,67426.82,5810.901667,4.0,6.0,5.0,5.0,19.0,10.0,9.88,7.0,671.39,31.84963763,181.5629998,452.9563298
837,40.0,19082.67,1495.2225,7.0,5.0,29.0,6.0,33.0,15.0,27.96,9.0,2769.02,37.68366941,191.4258555,181.4476911
838,29.0,44616.7,4008.058333,4.0,6.0,6.0,3.0,13.0,20.0,5.53,1.0,252.07,32.18521912,97.23616435,443.6491211
839,26.0,38897.52,3402.46,5.0,428.0,3.0,1.0,13.0,7.0,7.01,0.0,286.43,25.54142123,395.1556053,208.6273943
840,49.0,11176.27,680.3558333,7.0,3.0,20.0,4.0,5.0,16.0,6.48,4.0,374.7,34.80093236,88.72618811,249.9260937
841,28.0,52639.65,4618.6375,3.0,6.0,9.0,4.0,27.0,8.0,9.0,6.0,1477.09,31.76556645,450.0199782,191.8903012
842,25.0,54430.71,4471.8925,10.0,6.0,22.0,5.0,59.0,10.0,25.74,9.0,3119.55,30.76845865,294.7546335,198.9911893
843,37.0,37261.78,3029.682949,5.0,4.0,2.0,1.0,16.0,1.0,10.72,5.0,1106.94,29.08134424,93.16839351,493.9828726
844,40.0,56313.96,4860.83,4.0,284.0,8.0,2.0,9.0,6.0,12.88,1.0,1333.22,37.16291992,236.2525618,434.8282209
845,26.0,79741.88,680.3558333,3.0,7.0,10.0,4.0,10.0,10.0,6.08,4.0,227.12,41.2036936,200.6165511,517.1358182
846,36.0,24881.15,2304.429167,4.0,6.0,19.0,2.0,8.0,8.0,17.84,9.0,931.68,39.0812176,204.0222147,276.2470352
847,50.0,20782.66,1886.888333,1.0,6.0,11.0,4.0,13.0,6.0,5.85,4.0,1002.18,26.71821498,228.3004416,182.3105989
848,39.0,91111.98,7535.665,6.0,3.0,16.0,6.0,23.0,12.0,7.91,5.0,823.66,41.76261424,49.58828466,522.5993098
849,53.0,114300.32,9644.026667,7.0,6.0,5.0,1.0,20.0,11.0,7.09,8.0,518.86,32.26426311,689.4256761,493.1517553
850,47.0,16520.865,680.3558333,4.0,1.0,8.0,2.0,4.0,5.0,1.53,3.0,841.69,28.17039075,10000.0,232.6016861
851,34.0,81969.24,6707.77,8.0,8.0,906.0,-100.0,41.0,22.0,9.56,10.0,2015.16,30.61193069,273.3833932,478.8511
852,17.0,15862.01,1404.834167,10.0,6.0,31.0,6.0,24.0,22.0,24.42,13.0,4063.06,38.980802,54.77775219,298.9227316
853,36.0,142974.96,11698.58,2.0,4.0,5.0,3.0,14.0,12.0,2.27,0.0,443.62,33.52717137,1393.4969,10.30550807
854,23.0,30128.6,2716.716667,8.0,10.0,24.0,5.0,48.0,15.0,15.65,14.0,2486.16,31.4093942,256.7864181,210.8950553
855,18.0,24675.86,2126.321667,4.0,4.0,9.0,1.0,10.0,8.0,5.08,0.0,370.2,37.09407785,114.5412965,345.6540661
856,26.0,20012.87,1830.739167,7.0,8.0,17.0,5.0,21.0,15.0,2.81,11.0,3500.17,27.79338099,209.8355626,203.7799662
857,48.0,15279.545,1517.791627,0.0,5.0,8.0,3.0,5.0,4.0,6.99,4.0,168.35,24.96520855,10000.0,330.044331
858,29.0,36898.44,2957.87,10.0,8.0,23.0,9.0,19.0,24.0,5.07,9.0,1684.17,32.01003401,19.30814907,249.9748486
859,31.0,16892.1,1662.675,3.0,2.0,5.0,2.0,11.0,10.0,9.17,5.0,1063.31,33.80249227,64.36059675,346.6212977
860,31.0,62804.55,5022.7125,6.0,9.0,33.0,7.0,57.0,8.0,16.85,8.0,1299.59,31.77465815,102.6987208,302.0032326
861,23.0,16355.71,1240.975833,9.0,8.0,23.0,3.0,54.0,16.0,20.0,11.0,1696.82,24.81769827,67.26141194,301.9011213
862,44.0,39800.36,680.3558333,8.0,10.0,3202.0,9.0,33.0,21.0,20.0,8.0,4241.52,38.48006586,42.6777503,264.8363156
863,23.0,9307.24,680.3558333,4.0,900.0,15.0,3.0,19.0,12.0,12.78,5.0,486.05,39.80424325,43.86994874,306.6031886
864,38.0,29948.76,2398.73,4.0,3.0,31.0,2.0,23.0,18.0,19.96,11.0,2438.57,36.00974233,92.0632244,388.7033877
865,48.0,121503.72,10000.31,4.0,6.0,3.0,2.0,10.0,10.0,0.86,1.0,128.68,27.76626902,104.792394,946.119287
866,23.0,18417.19,1754.765833,9.0,10.0,27.0,5.0,49.0,19.0,18.24,12.0,4682.62,33.41003476,63.81122219,347.9750257
867,25.0,17235.88,680.3558333,10.0,5.0,18.0,3.0,52.0,19.0,10.56,12.0,1971.68,28.69163216,146.9162877,257.8244874
868,45.0,65558.36,5715.196667,9.0,8.0,18.0,9.0,48.0,24.0,2.4,6.0,2239.44,22.90858797,10000.0,183.3423147
869,38.0,141733.08,680.3558333,5.0,5.0,20.0,6.0,9.0,1502.0,10.15,8.0,291.88,40.01898686,446.2112015,494.9583071
870,36.0,103221.21,680.3558333,5.0,5.0,7.0,2.0,26.0,16.0,8.51,5.0,1256.48,39.14325,367.6962181,615.5709789
871,23.0,14441.54,680.3558333,9.0,5.0,22.0,6.0,26.0,19.0,3.87,8.0,2176.93,31.05087735,172.9770263,206.1696146
872,45.0,32520.18,2928.015,9.0,6.0,27.0,6.0,52.0,19.0,2.6,7.0,2196.5,35.77638548,246.8652546,209.5259707
873,21.0,8477.51,648.4591667,8.0,9.0,27.0,5.0,39.0,20.0,8.87,12.0,4854.6,33.85286996,10.310229,272.7888037
874,44.0,82346.16,680.3558333,6.0,9.0,18.0,7.0,51.0,10.0,3.67,10.0,2341.16,36.78258283,96.00321176,446.1093523
875,28.0,20293.24,1700.103333,5.0,7.0,29.0,4.0,12.0,18.0,16.37,7.0,1972.22,28.37708002,10000.0,254.4223916
876,24.0,14688.84,1030.584113,4.0,6.0,18.0,1.0,15.0,17.0,8.56,6.0,1459.05,40.49686228,104.6213953,281.3457893
877,30.0,176572.12,680.3558333,3.0,7.0,10.0,1.0,3.0,9.0,-6.02,2.0,1284.88,37.86460895,193.6271861,1393.636414
878,16.0,33515.8,2628.983333,8.0,1292.0,30.0,6.0,65.0,17.0,8.52,14.0,1883.15,27.00186907,254.9676266,206.2662112
879,22.0,83181.88,680.3558333,3.0,4.0,5.0,3.0,11.0,0.0,11.92,0.0,353.65,38.34695812,498.9667923,284.5981531
880,18.0,173303.68,14681.97333,1.0,2.0,12.0,3.0,15.0,10.0,11.8,4.0,1150.8,34.885686,252.887625,1176.436418
881,40.0,8759.74,812.9783333,6.0,7.0,19.0,8.0,17.0,27.0,23.37,6.0,4094.24,39.3126426,94.76422455,233.0378911
882,48.0,140731.72,10190.24932,8.0,6.0,11.0,3.0,30.0,18.0,8.25,3.0,125.46,35.66001347,436.3999338,832.8330262
883,32.0,84845.48,7187.456667,4.0,3.0,10.0,3.0,8.0,10.0,8.52,1.0,5.28,34.21066331,489.6618473,382.0719379
884,31.0,44689.77,3741.1475,6.0,6.0,20.0,7.0,8.0,8.0,8.31,7.0,2319.8,23.39562016,109.1193831,312.9342863
885,50.0,159560.76,13580.73,3.0,1.0,6.0,1.0,2.0,10.0,6.67,1908.0,1154.59,45.18440445,221.8598638,1246.176088
886,36.0,25899.18,2100.265,8.0,4.0,9.0,3.0,12.0,2438.0,9.05,6.0,69.74,39.76066463,40.04859774,355.7754431
887,38.0,32955.92,2890.326667,6.0,6.0,8.0,2.0,29.0,10.0,14.35,1.0,315.72,41.28549355,264.1042551,275.0633865
888,46.0,32284.62,2898.385,6.0,7.0,17.0,6.0,7.0,10.0,9.22,10.0,1283.37,24.2055332,10000.0,85.90209493
889,55.0,114597.04,680.3558333,7.0,6.0,4.0,4.0,32.0,8.0,10.54,2.0,926.18,26.4363128,327.6196683,633.1319027
890,37.0,9987.295,578.2745833,8.0,5.0,23.0,7.0,19.0,16.0,8.03,12.0,2943.52,40.67985612,25.0779559,275.4857577
891,19.0,43279.04,3308.586667,1.0,5.0,5.0,4.0,4.0,11.0,2.57,0.0,363.33,36.3496055,155.1958896,362.4761265
892,36.0,15668.4,1584.7,8.0,6.0,21.0,9.0,42.0,16.0,24.2,9.0,4499.92,30.01491673,97.66381202,247.8887248
893,54.0,133394.48,10851.20667,5.0,4.0,10.0,4.0,-2.0,10.0,4.07,2.0,948.79,31.47844151,700.6743796,215.0119315
894,41.0,60182.7,4800.225,710.0,7.0,5.0,7.0,30.0,10.0,17.86,5.0,1742.58,27.17858422,191.0807823,313.5411654
895,41.0,23437.79,1711.149167,8.0,4.0,20.0,3.0,25.0,12.0,7.31,6.0,589.94,22.7977552,172.9693719,240.2722082
896,44.0,15835.495,1107.624583,4.0,4.0,5.0,3.0,20.0,20.0,5.92,0.0,16.42,37.49473146,20.47234268,309.5825504
897,29.0,22017.78,1576.815,3.0,7.0,11.0,2.0,12.0,20.0,13.49,9.0,1175.88,27.18602659,92.40255395,302.4271332
898,39.0,122978.43,680.3558333,0.0,1.0,9.0,3.0,14.0,4.0,3.33,2.0,1197.33,43.7817528,127.5004039,995.9131597
899,32.0,14235.88,1012.323333,8.0,5.0,24.0,9.0,53.0,10.0,28.16,11.0,4633.81,32.08104161,95.37113747,223.3207551
900,22.0,8996.265,740.68875,4.0,5.0,19.0,2.0,32.0,19.0,16.07,5.0,2400.0,40.12982428,99.09404648,252.6031233
901,42.0,13019.77,863.9808333,7.0,4.0,13.0,1.0,10.0,10.0,0.92,3.0,937.2,23.21037231,23.03642919,307.4561361
902,45.0,18524.985,1831.74875,0.0,3.0,1.0,3.0,6.0,10.0,7.21,2.0,463.93,24.31570612,10000.0,370.1890975
903,47.0,17098.88,1555.906667,7.0,4.0,9.0,4.0,13.0,20.0,7.14,5.0,1408.73,38.87421077,122.3672289,271.5534171
904,37.0,140948.32,11794.69333,5.0,6.0,14.0,4.0,10.0,18.0,5.29,0.0,105.66,29.40696543,1286.837229,10.30550807
905,23.0,21488.17,680.3558333,4.0,4.0,7.0,3.0,3.0,11.0,2.86,1.0,553.06,26.63808209,26.98552489,348.7510462
906,54.0,98495.8,8133.983333,5.0,5.0,14.0,1.0,7.0,6.0,7.73,7.0,1362.58,26.57057197,550.3604293,482.2746365
907,30.0,12874752.0,962.4583333,7.0,7.0,19.0,9.0,35.0,21.0,26.96,10.0,4496.77,26.62057433,34.64651895,252.092762
908,22.0,28560.71,2444.059167,4.0,7.0,12.0,1.0,2.0,12.0,8.79,2.0,24.57,40.79385343,10000.0,381.629068
909,23.0,61224.33,680.3558333,4.0,5.0,12.0,1.0,29.0,6.0,12.65,5.0,707.43,26.9442057,103.9083371,583.9846026
910,26.0,34447.49,2723.624167,5.0,6.0,4.0,4.0,26.0,7.0,8.71,5.0,922.3,28.73299384,193.4894675,281.6367134
911,32.0,14834.98,1236.248333,7.0,5.0,17.0,-100.0,32.0,21.0,8.52,6.0,4183.81,41.13644061,10000.0,288.2070522
912,42.0,18008.65,680.3558333,3.0,4.0,8.0,3.0,21.0,7.0,0.71,4.0,794.29,25.36381504,199.7193388,211.259264
913,27.0,58508.76,4722.73,6.0,5.0,17.0,4.0,25.0,15.0,18.72,6.0,1048.25,36.75503968,394.6851188,203.3888593
914,49.0,22354.3,1740.858333,0.0,5.0,9.0,4.0,5.0,6.0,5.29,2.0,1010.56,26.27009453,34.59328596,343.2033844
915,22.0,167067.08,13909.25667,2.0,3.0,2.0,1.0,11.0,1.0,8.23,4.0,753.58,39.31173871,553.8829438,971.5318929
916,32.0,43900.02,3548.335,8.0,8.0,30.0,4.0,15.0,16.0,17.4,15.0,2597.2,24.03778434,72.22179758,421.0920944
917,34.0,108115.05,9022.5875,6.0,5.0,18.0,3.0,27.0,16.0,1.27,0.0,1149.16,31.68831432,335.4218394,650.26064
918,32.0,157814.32,13087.19333,4.0,5.0,6.0,1.0,7.0,10.0,8.99,4.0,411.89,25.98551594,1233.687878,241.5382411
919,26.0,75044.98,5967.748333,0.0,1.0,2.0,2.0,9.0,10.0,7.49,2.0,933.23,34.64544136,503.4875622,294.9757331
920,42.0,140014.36,11662.86333,3.0,7.0,18.0,4.0,27.0,9.0,3.9,3.0,1151.7,31.6712892,572.3308455,525.3350914
921,42.0,38239.44,3485.62,0.0,3.0,2.0,1.0,10.0,11.0,8.95,0.0,1156.81,37.92670229,81.62349677,486.7350556
922,31.0,17025.51,1137.7925,0.0,3.0,4.0,2.0,6.0,9.0,3.02,9.0,42.85,26.1494168,47.0686704,336.6256639
923,22.0,9968.5,1123.708333,8.0,6.0,31.0,6.0,27.0,24.0,1.38,6.0,1756.54,29.25188588,10000.0,301.4041393
924,47.0,179078.28,15115.19,2.0,4.0,2.0,4.0,7.0,10.0,5.26,7.0,723.9,30.39346984,460.081781,716.0540872
925,38.0,20378.795,1428.232917,3.0,5.0,2.0,4.0,2.0,3.0,0.85,2.0,1438.9,32.22740808,160.3133905,222.4140457
926,54.0,44083.28,3703.606667,1.0,4.0,9.0,3.0,5.0,4.0,3.45,1.0,616.74,30.56390667,95.36697201,438.9838618
927,30.0,8576.98,665.7483333,7.0,9.0,17.0,-100.0,44.0,17.0,3.15,12.0,3650.06,31.40655888,37.69052257,269.2163069
928,38.0,52499.16,4244.93,7.0,5.0,17.0,8.0,57.0,18.0,2.21,10.0,1441.5,40.56755782,45.83887054,329.3856364
929,24.0,16477.55,1226.129167,9.0,7.0,24.0,-100.0,23.0,25.0,24.14,8.0,3503.1,36.10152929,82.92869281,276.2461147
930,33.0,28206.96,680.3558333,7.0,7.0,25.0,7.0,51.0,18.0,8.74,12.0,1784.66,39.13988454,233.9712638,140.352937
931,33.0,73417.48,6001.123333,7.0,4.0,20.0,4.0,33.0,19.0,14.53,4.0,2402.05,26.25805097,71.61306892,614.786208
932,14.0,14428.91,1029.409167,6.0,8.0,28.0,5.0,53.0,24.0,1.5,12.0,1726.92,25.96857557,133.8867422,219.2927623
933,27.0,73420.92,680.3558333,4.0,5.0,8.0,2.0,2.0,10.0,10.35,2.0,278.08,30.69700811,149.2397093,677.0569072
934,24.0,15964.31,1229.359167,10.0,5.0,22.0,5.0,47.0,20.0,21.73,10.0,4375.21,24.65285045,24.82951952,294.0819716
935,22.0,144423.72,11953.31,2.0,7.0,1.0,3.0,12.0,14.0,10.6,9.0,1255.59,28.99230791,266.2413636,884.2064728
936,27.0,18247.18,1396.598333,1042.0,5.0,29.0,5.0,23.0,16.0,16.53,10.0,2536.58,37.27118554,10000.0,322.053852
937,56.0,30678.73,2615.560833,8.0,4.0,11.0,-100.0,17.0,13.0,1.84,3.0,1484.42,37.12392733,65.00747844,397.2107723
938,45.0,134563.36,11153.61333,6.0,7.0,10.0,4.0,30.0,18.0,15.62,7.0,402.25,36.79795519,657.7398349,371.2899577
939,44.0,88245.74,7424.811667,1.0,5.0,5.0,1.0,0.0,12.0,3.89,1.0,1454.59,40.88060753,657.9075377,312.1321005
940,18.0,8409.98,553.8316667,3.0,7.0,18.0,2.0,10.0,19.0,19.45,8.0,910.12,33.57068479,60.85797055,270.8837943
941,36.0,16192.1,1284.341667,9.0,9.0,30.0,9.0,55.0,18.0,5.63,12.0,1860.55,23.87766272,50.6291824,303.1469755
942,17.0,41516.64,3368.72,8.0,8.0,17.0,5.0,55.0,17.0,11.35,11.0,1597.61,25.44406844,35.60277046,398.9527463
943,22.0,19071.34,1690.258936,8.0,5.0,17.0,2.0,30.0,19.0,10.17,4.0,118.72,29.94407875,49.79924417,362.4764262
944,38.0,48996.08,3799.006667,5.0,7.0,12.0,4.0,27.0,16.0,13.31,1.0,285.29,38.90305638,66.67840546,417.5385692
945,43.0,16144.57,680.3558333,6.0,6.0,27.0,5.0,36.0,22.0,8.65,11.0,1496.51,23.26524071,82.67482315,301.0554525
946,26.0,73627.68,6280.64,6.0,6.0,19.0,2.0,16.0,14.0,16.71,4.0,946.92,34.71633879,291.0083794,559.9563266
947,41.0,20028.04,1728.003333,4.0,5.0,8.0,2.0,28.0,19.0,8.85,7.0,528.22,40.01515017,53.30383193,342.8833577
948,45.0,15371.47,986.9558333,9.0,10.0,27.0,4.0,35.0,10.0,9.6,13.0,1582.34,34.64749433,51.51443902,293.9670931
949,38.0,10265.86,680.3558333,6.0,8.0,21.0,2.0,19.0,18.0,7.22,8.0,2221.93,24.00021435,26.60571359,327.5873491
950,53.0,129204.92,10508.07667,5.0,6.0,12.0,4.0,5.0,17.0,1.54,1.0,1075.37,29.64304442,10000.0,184.6599608
951,45.0,31896.42,2417.035,3.0,5.0,4.0,1.0,10.0,7.0,5.91,8.0,1177.43,37.88903344,117.4738823,371.4298399
952,44.0,88968.9,7176.075,4.0,3.0,15.0,4.0,21.0,13.0,16.93,8.0,375.83,20.8309456,892.0764212,10.30550807
953,43.0,34774.65,2925.8875,6.0,4.0,17.0,5.0,16.0,13.0,15.02,4.0,887.48,29.43676651,125.6443274,378.535697
954,25.0,23393201.0,458.67125,10.0,9.0,33.0,3.0,28.0,19.0,17.81,6.0,1991.85,26.75547353,31.9003361,263.229047
955,40.0,80756.36,6937.696667,5.0,3.0,7.0,3.0,0.0,10.0,6.38,3.0,1356.82,31.25290108,167.8067938,576.7916999
956,37.0,57293.49,4610.4575,8.0,7.0,34.0,7.0,38.0,19.0,7.83,8.0,1970.44,37.02025696,177.0693027,264.364592
957,56.0,35940.94,2718.078333,5.0,3.0,11.0,1.0,6.0,8.0,9.86,1871.0,237.26,38.59859133,61.39889186,432.565946
958,25.0,17682.71,680.3558333,6.0,4.0,14.0,2.0,26.0,10.0,9.66,4.0,1494.0,25.73880408,103.6960105,322.6612906
959,31.0,36707.7,3052.975,5.0,5.0,19.0,5.0,15.0,20.0,10.03,7.0,1867.79,28.18067391,301.0027054,163.65866
960,55.0,33720.51,2678.0425,7.0,4.0,16.0,2.0,18.0,19.0,9.47,3.0,583.96,36.34517244,180.7810507,333.4090022
961,28.0,32853.95,680.3558333,2.0,3.0,2.0,1.0,12.0,8.0,10.73,3.0,1044.27,36.295338,255.6818915,296.421634
962,34.0,34514.51,3067.209167,4.0,6.0,9.0,4.0,29.0,10.0,7.25,3.0,841.46,28.0458643,284.0243832,210.2339506
963,20.0,75506.42,6050.201667,1.0,4.0,5.0,1.0,1.0,-1.0,3.44,2.0,1069.19,27.23781995,52.60419327,731.5123302
964,23.0,39909.36,3393.78,3.0,7.0,29.0,5.0,16.0,14.0,15.67,6.0,2094.03,32.31315181,140.7512042,307.5436422
965,41.0,54052.82,4777.401667,4.0,6.0,11.0,3.0,11.0,16.0,19.75,4.0,281.77,25.54178517,316.6094993,290.2872779
966,39.0,76395.28,680.3558333,9.0,8.0,30.0,5.0,21.0,20.0,22.94,10.0,3026.97,34.30779257,127.9152407,530.7424796
967,15.0,41200.26,3516.355,8.0,9.0,31.0,7.0,56.0,21.0,9.22,6.0,2743.13,38.49512926,222.0848516,287.8647445
968,25.0,167787.16,13952.26333,5.0,4.0,10.0,3.0,3.0,0.0,8.56,1.0,1357.9,28.63827381,275.0778575,946.5764381
969,18.0,172085.28,680.3558333,4.0,4.0,1.0,3.0,9.0,5.0,11.6,0.0,956.27,37.59621146,356.5208718,1059.029436
970,45.0,34081.78,3076.148333,6.0,6.0,30.0,8.0,60.0,16.0,24.91,7.0,2612.33,27.75493375,37.16589418,293.6671348
